rank,name,category,score,percentile,e_total,e_fr,e_thd,e_match,e_unc,w_conf,price_brl,score_lower_95,score_upper_95,n_sources,thd_available,match_available,peakiness,impedance_interaction
726,SoundMAGIC HP200,over-ear,0.000268,49.7,11.2104,11.2104,0.0,0.0,1.25,0.4444,147.95,0.000231,0.000313,1,False,False,69.8012,False
727,KBEAR Lark,in-ear,0.000267,49.7,7.0259,7.0259,0.0,0.0,2.492,0.2864,152.87,0.000209,0.000354,2,False,False,55.9001,False
728,Paradigm Shift E1,in-ear,0.000267,49.6,12.1444,12.1444,0.0,0.0,1.25,0.4444,137.11,0.00023,0.000312,1,False,False,71.1257,False
729,LucidSound LS31,over-ear,0.000264,49.5,8.4208,8.4208,0.0,0.0,1.25,0.4444,199.89,0.000227,0.000309,1,False,False,88.4073,False
730,Klipsch X10,in-ear,0.000261,49.4,7.5791,7.5791,0.0,0.0,1.25,0.4444,225.0,0.000224,0.000305,1,False,False,86.4221,False
731,ThieAudio Monarch MKIII,in-ear,0.00026,49.4,6.9683,6.9683,0.0,0.0,1.987,0.3348,185.06,0.000209,0.000331,6,False,False,33.0243,False
732,64 Audio Volur,in-ear,0.00026,49.3,8.3021,8.3021,0.0,0.0,2.3302,0.3003,139.0,0.000205,0.000342,2,False,False,57.3312,False
733,Focal Elegia,over-ear,0.00026,49.2,8.8758,8.8758,0.0,0.0,2.3377,0.2996,130.02,0.000205,0.000341,3,False,False,60.1767,False
734,TANGZU YuXuanJi,in-ear,0.00026,49.2,6.2359,6.2359,0.0,0.0,1.25,0.4444,274.01,0.000224,0.000304,1,False,False,96.1893,False
735,ACEFAST Crystal T8,in-ear,0.00026,49.1,7.8694,7.8694,0.0,0.0,1.25,0.4444,217.22,0.000224,0.000304,1,False,False,85.3575,False
736,Audeze LCD-R,over-ear,0.000259,49.0,7.206,7.206,0.0,0.0,1.2626,0.442,236.88,0.000223,0.000303,2,False,False,62.0832,False
737,Yamaha YH-E700A (ANC on),over-ear,0.000259,49.0,7.4701,7.4701,0.0,0.0,1.25,0.4444,229.53,0.000223,0.000303,1,False,False,73.8459,False
738,Dark Project Sono,over-ear,0.000258,48.9,7.5929,7.5929,0.0,0.0,1.25,0.4444,226.6,0.000222,0.000302,1,False,False,64.1691,False
739,AAW W900,in-ear,0.000257,48.8,9.6476,9.6476,0.0,0.0,1.25,0.4444,179.25,0.000221,0.0003,1,False,False,51.6119,False
740,Moondrop Chu 2,in-ear,0.000257,48.8,5.9832,5.9832,0.0,0.0,1.9093,0.3437,223.61,0.000208,0.000325,4,False,False,56.0349,False
741,Huawei Freebuds 5i (ANC off),in-ear,0.000257,48.7,4.3354,4.3354,0.0,0.0,1.25,0.4444,399.0,0.000221,0.0003,1,False,False,66.7044,False
742,Audeze LCD-3 (Fazor),over-ear,0.000256,48.6,6.8518,6.8518,0.0,0.0,1.475,0.404,230.49,0.000215,0.000309,1,False,False,57.3218,False
743,Haylou S30 (wired),in-ear,0.000256,48.5,6.3034,6.3034,0.0,0.0,1.25,0.4444,275.65,0.00022,0.000299,1,False,False,67.3379,False
744,Audio Zenith PMx2 (v2),over-ear,0.000256,48.5,5.0583,5.0583,0.0,0.0,1.25,0.4444,342.73,0.000221,0.0003,1,False,False,64.3454,False
745,Sennheiser HD 800 (sample 1),over-ear,0.000255,48.4,7.9535,7.9535,0.0,0.0,1.25,0.4444,219.0,0.00022,0.000298,1,False,False,94.0298,False
746,Audeze Maxwell (review eq),over-ear,0.000255,48.3,6.7001,6.7001,0.0,0.0,1.475,0.404,236.88,0.000214,0.000307,1,False,False,87.5158,False
747,Phiaton MS 100 BA,in-ear,0.000254,48.3,6.6882,6.6882,0.0,0.0,1.25,0.4444,261.63,0.000219,0.000297,1,False,False,96.0028,False
748,Skullcandy Grind Wireless,over-ear,0.000254,48.2,8.5256,8.5256,0.0,0.0,1.25,0.4444,205.3,0.000219,0.000297,1,False,False,60.7435,False
749,Kiwi Ears Cadenza,in-ear,0.000253,48.1,4.525,4.525,0.0,0.0,1.4791,0.4034,352.87,0.000212,0.000305,4,False,False,61.2886,False
750,Jabra Elite 4,in-ear,0.000253,48.1,6.8515,6.8515,0.0,0.0,1.9974,0.3336,192.12,0.000204,0.000324,2,False,False,74.795,False
751,Tripowin Piccolo,in-ear,0.000252,48.0,5.3874,5.3874,0.0,0.0,1.3535,0.4249,312.48,0.000215,0.0003,4,False,False,54.8499,False
752,NiceHCK F1 Pro,in-ear,0.000252,47.9,7.2144,7.2144,0.0,0.0,1.413,0.4144,228.11,0.000213,0.000301,4,False,False,45.401,False
753,Truthear Hola,in-ear,0.000251,47.9,4.6554,4.6554,0.0,0.0,2.3302,0.3003,257.04,0.000198,0.00033,7,False,False,65.1826,False
754,Audeze LCD-2 (serial number 53211704),over-ear,0.000251,47.8,6.9738,6.9738,0.0,0.0,1.475,0.404,230.49,0.000211,0.000303,1,False,False,57.2189,False
755,Moondrop Space Travel 2,in-ear,0.000251,47.7,5.2732,5.2732,0.0,0.0,1.25,0.4444,335.41,0.000216,0.000294,1,False,False,217.0901,False
756,California Headphone Company Silverado,over-ear,0.00025,47.6,8.2083,8.2083,0.0,0.0,1.25,0.4444,216.73,0.000215,0.000292,1,False,False,80.1775,False
757,64 Audio Duo,in-ear,0.000249,47.6,9.7048,9.7048,0.0,0.0,1.9715,0.3365,139.0,0.000201,0.000318,2,False,False,88.7945,False
758,Focal Elear,over-ear,0.000248,47.5,7.6357,7.6357,0.0,0.0,2.1523,0.3172,167.31,0.000198,0.000321,3,False,False,53.9215,False
759,Intime Sora,in-ear,0.000248,47.4,6.0181,6.0181,0.0,0.0,1.25,0.4444,297.54,0.000214,0.00029,1,False,False,81.8138,False
760,EPZ Q1,in-ear,0.000247,47.4,6.8574,6.8574,0.0,0.0,2.287,0.3042,179.46,0.000196,0.000324,3,False,False,56.4405,False
761,Philips L2,over-ear,0.000247,47.3,7.9357,7.9357,0.0,0.0,1.25,0.4444,226.32,0.000213,0.000289,1,False,False,48.4978,False
762,Huawei Freebuds 5i (ANC on),in-ear,0.000247,47.2,4.5131,4.5131,0.0,0.0,1.25,0.4444,399.0,0.000212,0.000289,1,False,False,70.3289,False
763,Kiwi Ears Etude,in-ear,0.000245,47.2,6.2528,6.2528,0.0,0.0,1.25,0.4444,289.52,0.000211,0.000287,1,False,False,44.1983,False
764,Sennheiser IE 80 S,in-ear,0.000244,47.1,4.495,4.495,0.0,0.0,1.25,0.4444,405.0,0.00021,0.000285,1,False,False,60.1801,False
765,Sony LinkBuds S (ANC on),in-ear,0.000243,47.0,4.654,4.654,0.0,0.0,1.25,0.4444,393.12,0.000209,0.000284,1,False,False,66.7191,False
766,DUNU Mirai,in-ear,0.000243,46.9,6.6783,6.6783,0.0,0.0,1.217,0.4511,277.51,0.000209,0.000285,2,False,False,53.2184,False
767,"ZMF Atrium (solid mesh, perforated suede earpads)",over-ear,0.000243,46.9,7.0688,7.0688,0.0,0.0,1.25,0.4444,259.0,0.000209,0.000284,1,False,False,75.1957,False
768,Sony LinkBuds S (ANC Off),in-ear,0.000242,46.8,4.6687,4.6687,0.0,0.0,1.25,0.4444,393.12,0.000208,0.000283,1,False,False,114.8809,False
769,Moondrop Stellaris,in-ear,0.000242,46.7,9.8067,9.8067,0.0,0.0,1.3923,0.418,176.33,0.000205,0.000288,2,False,False,73.1257,False
770,Kiwi Ears x HBB Punch,in-ear,0.000241,46.7,6.3578,6.3578,0.0,0.0,1.25,0.4444,289.52,0.000208,0.000282,1,False,False,39.7225,False
771,Unique Melody Jet Black,in-ear,0.000241,46.6,7.2572,7.2572,0.0,0.0,1.25,0.4444,254.6,0.000207,0.000281,1,False,False,45.838,False
772,EPOS GTW 270 Hybrid,in-ear,0.000241,46.5,9.3064,9.3064,0.0,0.0,1.25,0.4444,197.79,0.000208,0.000282,1,False,False,59.0937,False
773,ThieAudio Monarch MKII (JVC Spring eartips),in-ear,0.000241,46.5,5.957,5.957,0.0,0.0,1.25,0.4444,309.87,0.000207,0.000282,1,False,False,52.4923,False
774,Simgot Audio FLD100,over-ear,0.000241,46.4,9.5379,9.5379,0.0,0.0,1.25,0.4444,193.32,0.000208,0.000282,1,False,False,96.1208,False
775,KZ D-FI (on-off-on-off),in-ear,0.00024,46.3,6.8591,6.8591,0.0,0.0,1.25,0.4444,270.0,0.000207,0.000281,1,False,False,137.5356,False
776,Ultrasone Edition 10,over-ear,0.00024,46.3,9.6223,9.6223,0.0,0.0,1.25,0.4444,192.38,0.000207,0.000281,1,False,False,85.8821,False
777,JLab Audio GO Air POP,in-ear,0.00024,46.2,9.3574,9.3574,0.0,0.0,1.25,0.4444,197.98,0.000207,0.00028,1,False,False,57.2867,False
778,InAwaken Dawn Ms,in-ear,0.000239,46.1,4.3947,4.3947,0.0,0.0,1.0132,0.4967,473.76,0.000202,0.000285,2,False,False,68.5534,False
779,Audeze LCD-2 Classic,over-ear,0.000239,46.0,7.3433,7.3433,0.0,0.0,2.8643,0.2588,147.21,0.000185,0.000326,4,False,False,49.8992,False
780,KZ D-FI (on-off-off-on),in-ear,0.000238,46.0,6.9063,6.9063,0.0,0.0,1.25,0.4444,270.0,0.000205,0.000279,1,False,False,136.776,False
781,KZ AST,in-ear,0.000237,45.9,4.8295,4.8295,0.0,0.0,2.1908,0.3134,274.01,0.000188,0.000308,2,False,False,97.9984,False
782,KZ D-FI (on-on-on-on),in-ear,0.000236,45.8,5.4022,5.4022,0.0,0.0,1.904,0.3444,270.0,0.000191,0.000299,3,False,False,57.5999,False
783,Moondrop Space Travel 2 (ANC off),in-ear,0.000236,45.8,5.6258,5.6258,0.0,0.0,1.25,0.4444,335.41,0.000203,0.000275,1,False,False,234.0328,False
784,QCY HT05 Melobuds (ANC on),in-ear,0.000234,45.7,5.8872,5.8872,0.0,0.0,1.25,0.4444,322.9,0.000201,0.000273,1,False,False,54.9076,False
785,Audio-Technica ATH-CT200iS,in-ear,0.000232,45.6,16.0726,16.0726,0.0,0.0,1.25,0.4444,119.0,0.0002,0.000272,1,False,False,86.7808,False
786,AKG K812 (serial number 001130),over-ear,0.000232,45.6,6.9543,6.9543,0.0,0.0,1.25,0.4444,275.93,0.000199,0.000271,1,False,False,77.064,False
787,NuForce Stride,in-ear,0.000231,45.5,6.9397,6.9397,0.0,0.0,1.25,0.4444,277.34,0.000199,0.00027,1,False,False,52.3394,False
788,Audeze Maxwell (Audeze preset),over-ear,0.00023,45.4,7.4009,7.4009,0.0,0.0,1.475,0.404,236.88,0.000194,0.000278,1,False,False,80.9453,False
789,Audeze Maxwell (immersive preset),over-ear,0.00023,45.4,7.4276,7.4276,0.0,0.0,1.475,0.404,236.88,0.000193,0.000277,1,False,False,77.5788,False
790,Corsair HS35,over-ear,0.00023,45.3,10.7305,10.7305,0.0,0.0,1.25,0.4444,179.99,0.000198,0.000269,1,False,False,75.3342,False
791,Zoukbox ZDY10 Bass,in-ear,0.000229,45.2,6.0158,6.0158,0.0,0.0,1.25,0.4444,322.04,0.000197,0.000268,1,False,False,61.8873,False
792,Audeze Maxwell (bass boost preset),over-ear,0.000228,45.1,7.4683,7.4683,0.0,0.0,1.475,0.404,236.88,0.000192,0.000276,1,False,False,85.8241,False
793,Dan Clark Audio Stealth,over-ear,0.000228,45.1,5.2225,5.2225,0.0,0.0,1.8392,0.3522,295.53,0.000186,0.000287,3,False,False,59.1054,False
794,Anker Soundcore Liberty 4 NC,in-ear,0.000226,45.0,7.0808,7.0808,0.0,0.0,2.1439,0.3181,199.0,0.00018,0.000292,3,False,False,50.023,False
795,KZ D-FI (off-off-off-off),in-ear,0.000225,44.9,5.3322,5.3322,0.0,0.0,2.0873,0.3239,270.0,0.00018,0.00029,3,False,False,57.5253,False
796,KZ D-FI (on-on-off-off),in-ear,0.000225,44.9,5.2164,5.2164,0.0,0.0,2.1542,0.317,270.0,0.000179,0.000291,3,False,False,68.809,False
797,Tanchjim Fission (USB cable),in-ear,0.000225,44.8,6.7543,6.7543,0.0,0.0,1.25,0.4444,292.44,0.000194,0.000263,1,False,False,59.305,False
798,Bose QuietComfort 25 (passive),over-ear,0.000223,44.7,5.9986,5.9986,0.0,0.0,1.25,0.4444,332.48,0.000192,0.000261,1,False,False,72.0848,False
799,Jabra Elite 5,in-ear,0.000222,44.7,7.1828,7.1828,0.0,0.0,2.2665,0.3061,192.12,0.000176,0.00029,2,False,False,67.7813,False
800,QCY T20,in-ear,0.000221,44.6,20.1325,20.1325,0.0,0.0,1.25,0.4444,99.9,0.00019,0.000258,1,False,False,59.0105,False
801,Audeze SINE DX,over-ear,0.00022,44.5,7.7426,7.7426,0.0,0.0,1.475,0.404,236.88,0.000185,0.000266,1,False,False,57.9102,False
802,KZ D-FI (on-on-on-off),in-ear,0.000219,44.5,5.2707,5.2707,0.0,0.0,2.2112,0.3114,270.0,0.000174,0.000285,3,False,False,68.5,False
803,KZ ZS10 Pro,in-ear,0.000219,44.4,6.3148,6.3148,0.0,0.0,1.5808,0.3875,279.97,0.000182,0.000268,3,False,False,88.8456,False
804,Phiaton PS 200,in-ear,0.000219,44.3,6.8856,6.8856,0.0,0.0,1.5193,0.3969,263.67,0.000183,0.000265,2,False,False,67.9689,False
805,KZ ZS10 Pro 2 (on-on-on-on),in-ear,0.000218,44.2,8.2487,8.2487,0.0,0.0,0.9873,0.5032,279.97,0.000184,0.000261,2,False,False,46.3155,False
806,Takstar Pro 82,over-ear,0.000218,44.2,8.245,8.245,0.0,0.0,1.25,0.4444,246.96,0.000188,0.000255,1,False,False,48.441,False
807,Parrot Zik 2.0,over-ear,0.000217,44.1,11.001,11.001,0.0,0.0,3.0212,0.2487,104.41,0.000166,0.000297,2,False,False,82.2777,False
808,Rose Technics Aurora Ultra,in-ear,0.000217,44.0,7.3416,7.3416,0.0,0.0,1.3019,0.4344,272.16,0.000186,0.000256,2,False,False,51.3522,False
809,Audeze Maxwell (treble boost preset),over-ear,0.000217,44.0,7.8681,7.8681,0.0,0.0,1.475,0.404,236.88,0.000182,0.000262,1,False,False,80.3252,False
810,Audeze MM-500,over-ear,0.000217,43.9,6.9508,6.9508,0.0,0.0,2.3149,0.3017,199.69,0.000172,0.000285,3,False,False,62.7216,False
811,Tin HiFi P2,in-ear,0.000215,43.8,10.4073,10.4073,0.0,0.0,1.25,0.4444,199.0,0.000185,0.000251,1,False,False,40.9402,False
812,TRN Conch (red nozzle),in-ear,0.000214,43.8,7.4695,7.4695,0.0,0.0,1.4494,0.4083,255.64,0.00018,0.000257,2,False,False,58.4554,False
813,KiiBOOM Allure,in-ear,0.000214,43.7,4.8356,4.8356,0.0,0.0,1.13,0.4695,453.2,0.000183,0.000253,2,False,False,75.5303,False
814,LZ Hi-Fi Audio Z05A,in-ear,0.000212,43.6,6.3562,6.3562,0.0,0.0,1.6494,0.3774,279.97,0.000175,0.000261,2,False,False,73.8355,False
815,Audeze LCD-4,over-ear,0.00021,43.6,8.375,8.375,0.0,0.0,2.8693,0.2584,147.21,0.000162,0.000286,3,False,False,28.0414,False
816,Takstar Pro 80,over-ear,0.00021,43.5,8.5887,8.5887,0.0,0.0,1.25,0.4444,246.96,0.00018,0.000245,1,False,False,85.6373,False
817,Audeze SINE,over-ear,0.000209,43.4,6.7795,6.7795,0.0,0.0,1.981,0.3355,236.88,0.000168,0.000266,2,False,False,39.1633,False
818,Razer Kaira X,over-ear,0.000209,43.3,8.5225,8.5225,0.0,0.0,1.25,0.4444,249.99,0.00018,0.000244,1,False,False,70.9822,False
819,64 Audio U4S (Fir Audio red module),in-ear,0.000207,43.3,7.3261,7.3261,0.0,0.0,1.25,0.4444,293.23,0.000178,0.000242,1,False,False,76.2738,False
820,"Bowers & Wilkins PX7 S3 (ANC off, position1)",over-ear,0.000206,43.2,7.3742,7.3742,0.0,0.0,1.25,0.4444,292.08,0.000178,0.000241,1,False,False,104.9162,False
821,JBL Tune 510BT,over-ear,0.000206,43.1,7.4807,7.4807,0.0,0.0,1.25,0.4444,289.0,0.000177,0.00024,1,False,False,50.4653,False
822,64 Audio U4S (Fir Audio black module),in-ear,0.000206,43.1,7.3628,7.3628,0.0,0.0,1.25,0.4444,293.23,0.000177,0.000241,1,False,False,76.3304,False
823,Fifine Ampligame H6 (game),over-ear,0.000205,43.0,11.4309,11.4309,0.0,0.0,1.25,0.4444,189.99,0.000176,0.000239,1,False,False,103.9437,False
824,Sennheiser HD 820,over-ear,0.000205,42.9,7.045,7.045,0.0,0.0,3.3893,0.2278,158.0,0.000155,0.000287,4,False,False,58.0258,False
825,Kiwi Ears Septet,in-ear,0.000205,42.9,6.3996,6.3996,0.0,0.0,1.6348,0.3795,289.52,0.000169,0.000252,2,False,False,56.9146,False
826,Stax SR-L500 (blu-tac mod),over-ear,0.000204,42.8,8.4272,8.4272,0.0,0.0,1.25,0.4444,259.0,0.000175,0.000238,1,False,False,51.5056,False
827,Skullcandy Smokin Buds,in-ear,0.000203,42.7,5.8515,5.8515,0.0,0.0,4.1733,0.1933,163.0,0.000151,0.000293,2,False,False,43.986,False
828,Phiaton PS 500,over-ear,0.000203,42.6,7.9811,7.9811,0.0,0.0,1.8153,0.3552,219.56,0.000165,0.000254,2,False,False,66.2926,False
829,Kiwi Ears Astral,in-ear,0.000203,42.6,7.5636,7.5636,0.0,0.0,1.25,0.4444,289.52,0.000175,0.000237,1,False,False,46.4411,False
830,DUNU SA6 MK2 (Atmospheric Immersion mode),in-ear,0.000203,42.5,6.8422,6.8422,0.0,0.0,1.7802,0.3597,259.0,0.000166,0.000254,2,False,False,41.5457,False
831,Rose Technics QuietSea,in-ear,0.000202,42.4,5.6695,5.6695,0.0,0.0,2.2136,0.3112,272.16,0.00016,0.000262,2,False,False,54.867,False
832,Koss KSC75,over-ear,0.000201,42.4,7.7055,7.7055,0.0,0.0,2.8687,0.2585,167.09,0.000155,0.000273,7,False,False,47.9479,False
833,Nintendo Switch stock earbuds,over-ear,0.000201,42.3,8.8524,8.8524,0.0,0.0,1.25,0.4444,249.9,0.000173,0.000235,1,False,False,90.1217,False
834,Rose Technics North Forest,over-ear,0.0002,42.2,8.1703,8.1703,0.0,0.0,1.25,0.4444,272.16,0.000172,0.000234,1,False,False,63.317,False
835,KZ ZEX,in-ear,0.0002,42.2,7.2867,7.2867,0.0,0.0,2.2488,0.3078,211.47,0.000158,0.000261,2,False,False,67.0552,False
836,XPG PRECOG S,over-ear,0.000198,42.1,14.9737,14.9737,0.0,0.0,1.25,0.4444,149.99,0.00017,0.000231,1,False,False,95.4258,False
837,Fostex T50RP Mk2,over-ear,0.000198,42.0,10.8671,10.8671,0.0,0.0,1.25,0.4444,206.61,0.00017,0.000231,1,False,False,79.1959,False
838,JBL Tune 720BT (wireless),over-ear,0.000196,42.0,7.6608,7.6608,0.0,0.0,1.25,0.4444,295.43,0.000169,0.00023,1,False,False,63.2715,False
839,Tin HiFi C2,in-ear,0.000196,41.9,6.4667,6.4667,0.0,0.0,1.6142,0.3825,302.0,0.000162,0.00024,2,False,False,53.3372,False
840,Kiwi Ears Quintet,in-ear,0.000195,41.8,5.4916,5.4916,0.0,0.0,2.2214,0.3104,289.52,0.000155,0.000254,8,False,False,55.3189,False
841,Kiwi Ears Airoso,in-ear,0.000195,41.7,6.553,6.553,0.0,0.0,1.7014,0.3702,289.52,0.000161,0.000242,3,False,False,56.9155,False
842,KZ ZS10 Pro 2 (on-on-on-off),in-ear,0.000195,41.7,8.4801,8.4801,0.0,0.0,1.1545,0.4641,279.97,0.000167,0.00023,2,False,False,47.0567,False
843,Effect Audio X Elysian Pilgrim Noir,in-ear,0.000195,41.6,6.3076,6.3076,0.0,0.0,1.25,0.4444,361.55,0.000168,0.000228,1,False,False,44.4187,False
844,Moondrop BLOCK,in-ear,0.000194,41.5,5.8838,5.8838,0.0,0.0,3.1454,0.2412,210.87,0.000148,0.000269,3,False,False,76.5383,False
845,JBL Tune Beam 2,in-ear,0.000193,41.5,6.099,6.099,0.0,0.0,1.25,0.4444,377.1,0.000166,0.000226,1,False,False,80.7739,False
846,AKG K240 Monitor,over-ear,0.000193,41.4,4.5159,4.5159,0.0,0.0,1.25,0.4444,509.9,0.000166,0.000226,1,False,False,66.2209,False
847,Jabra Elite 10,in-ear,0.000192,41.3,8.3806,8.3806,0.0,0.0,2.2381,0.3088,192.12,0.000152,0.00025,2,False,False,73.9577,False
848,California Headphone Company Lorado,over-ear,0.00019,41.3,10.7897,10.7897,0.0,0.0,1.25,0.4444,216.73,0.000164,0.000222,1,False,False,106.5809,False
849,KZ ZS10 Pro 2 (off-off-off-on),in-ear,0.000189,41.2,8.3901,8.3901,0.0,0.0,1.25,0.4444,279.97,0.000163,0.000221,1,False,False,43.8914,False
850,SoundPeats Capsule 3 Pro,in-ear,0.000188,41.1,5.47,5.47,0.0,0.0,1.5655,0.3898,379.0,0.000157,0.000229,3,False,False,90.2381,False
851,KZ ZS10 Pro 2 (off-off-off-off),in-ear,0.000188,41.1,8.423,8.423,0.0,0.0,1.25,0.4444,279.97,0.000162,0.00022,1,False,False,43.9313,False
852,Corsair Void Elite,over-ear,0.000188,41.0,4.7171,4.7171,0.0,0.0,1.25,0.4444,499.99,0.000162,0.00022,1,False,False,74.9897,False
853,Haylou W1 ANC,in-ear,0.000186,40.9,8.8021,8.8021,0.0,0.0,1.25,0.4444,271.11,0.00016,0.000218,1,False,False,64.592,False
854,Haylou S30 (ANC on),over-ear,0.000186,40.8,8.8908,8.8908,0.0,0.0,1.25,0.4444,268.75,0.00016,0.000217,1,False,False,60.1327,False
855,Tripowin Kailua,in-ear,0.000185,40.8,6.107,6.107,0.0,0.0,1.8386,0.3523,312.48,0.00015,0.000232,4,False,False,55.3707,False
856,1MORE EVO,in-ear,0.000185,40.7,8.0544,8.0544,0.0,0.0,1.25,0.4444,299.0,0.000159,0.000216,1,False,False,248.8911,False
857,Audeze Maxwell (competition preset),over-ear,0.000185,40.6,9.2146,9.2146,0.0,0.0,1.475,0.404,236.88,0.000155,0.000223,1,False,False,88.3347,False
858,TRN Conch (black nozzle),in-ear,0.000183,40.6,8.2867,8.2867,0.0,0.0,1.5802,0.3876,255.64,0.000152,0.000224,2,False,False,65.506,False
859,KZ ZS10 Pro 2 (on-on-off-off),in-ear,0.000182,40.5,9.0732,9.0732,0.0,0.0,1.1618,0.4626,279.97,0.000156,0.000214,2,False,False,47.5408,False
860,NiceHCK EB2S,in-ear,0.000182,40.4,15.0343,15.0343,0.0,0.0,1.25,0.4444,162.14,0.000157,0.000213,1,False,False,96.7482,False
861,Sennheiser MX 680,over-ear,0.000182,40.4,15.4523,15.4523,0.0,0.0,1.25,0.4444,158.0,0.000157,0.000213,1,False,False,54.6152,False
862,OneOdio A71D,over-ear,0.000181,40.3,8.0834,8.0834,0.0,0.0,1.25,0.4444,303.85,0.000156,0.000212,1,False,False,61.2042,False
863,Sennheiser HD 4,over-ear,0.000181,40.2,6.4735,6.4735,0.0,0.0,1.25,0.4444,378.72,0.000156,0.000212,1,False,False,80.0728,False
864,Rose Ceramics (HiFi),in-ear,0.00018,40.2,9.0919,9.0919,0.0,0.0,1.25,0.4444,272.16,0.000155,0.00021,1,False,False,73.2118,False
865,TRN Conch (blue nozzle),in-ear,0.000179,40.1,8.4799,8.4799,0.0,0.0,1.5729,0.3887,255.64,0.000149,0.000219,2,False,False,69.2975,False
866,Moondrop Joker,over-ear,0.000179,40.0,10.6284,10.6284,0.0,0.0,1.9807,0.3355,176.33,0.000144,0.000228,3,False,False,63.8938,False
867,Sony LinkBuds S,in-ear,0.000179,39.9,4.9845,4.9845,0.0,0.0,1.8477,0.3512,393.12,0.000146,0.000226,2,False,False,51.3918,False
868,Razer BlackShark V2,over-ear,0.000178,39.9,7.1293,7.1293,0.0,0.0,1.7229,0.3673,289.99,0.000146,0.000221,2,False,False,50.633,False
869,KiiBOOM Evoke,in-ear,0.000178,39.8,5.5146,5.5146,0.0,0.0,1.25,0.4444,453.2,0.000153,0.000208,1,False,False,90.7484,False
870,BLON x HBB Z300,in-ear,0.000177,39.7,5.7362,5.7362,0.0,0.0,1.427,0.412,406.8,0.000149,0.000212,8,False,False,51.1812,False
871,Xiaomi Piston 3,in-ear,0.000177,39.7,4.1031,4.1031,0.0,0.0,1.25,0.4444,611.15,0.000153,0.000207,1,False,False,71.3768,False
872,QCY Melobuds Pro (ANC off),in-ear,0.000176,39.6,6.0113,6.0113,0.0,0.0,1.25,0.4444,419.0,0.000152,0.000206,1,False,False,97.4164,False
873,Kiwi Ears Dolce,in-ear,0.000175,39.5,7.4208,7.4208,0.0,0.0,1.6615,0.3757,289.52,0.000144,0.000216,5,False,False,51.4711,False
874,Campfire Audio Andromeda (pre-2020),in-ear,0.000175,39.5,9.7047,9.7047,0.0,0.0,1.25,0.4444,261.7,0.000151,0.000205,1,False,False,101.8268,False
875,Bose QuietComfort 20 (passive),over-ear,0.000174,39.4,8.1919,8.1919,0.0,0.0,2.784,0.2643,185.41,0.000135,0.000236,2,False,False,105.1291,False
876,QCY Melobuds Pro (ANC on),in-ear,0.000171,39.3,6.1848,6.1848,0.0,0.0,1.25,0.4444,419.0,0.000148,0.000201,1,False,False,98.7611,False
877,Skullcandy Dime 3,in-ear,0.000171,39.3,7.8133,7.8133,0.0,0.0,1.25,0.4444,332.5,0.000147,0.0002,1,False,False,42.9455,False
878,Razer BlackShark V2 X,over-ear,0.000169,39.2,9.0548,9.0548,0.0,0.0,1.25,0.4444,289.99,0.000146,0.000198,1,False,False,72.0829,False
879,JBL Tune 720BT,over-ear,0.000166,39.1,8.1395,8.1395,0.0,0.0,1.25,0.4444,329.0,0.000143,0.000194,1,False,False,75.889,False
880,Austrian Audio Hi-X65,over-ear,0.000166,39.0,6.4175,6.4175,0.0,0.0,1.25,0.4444,418.05,0.000143,0.000194,1,False,False,66.7666,False
881,KEFINE Delci,in-ear,0.000165,39.0,5.6493,5.6493,0.0,0.0,1.4809,0.4031,431.67,0.000139,0.0002,7,False,False,54.2936,False
882,Dan Clark Audio Mad Dog,over-ear,0.000164,38.9,6.7437,6.7437,0.0,0.0,1.25,0.4444,402.22,0.000141,0.000192,1,False,False,55.8761,False
883,SoundPeats Air4 (ANC off),in-ear,0.000164,38.8,21.5466,21.5466,0.0,0.0,1.25,0.4444,125.52,0.000141,0.000192,1,False,False,50.7854,False
884,Final Audio D8000 Pro Edition,over-ear,0.000164,38.8,6.9525,6.9525,0.0,0.0,1.25,0.4444,390.74,0.000141,0.000191,1,False,False,54.8617,False
885,KZ PR3,in-ear,0.000163,38.7,9.406,9.406,0.0,0.0,1.4706,0.4048,263.67,0.000137,0.000197,2,False,False,37.2411,False
886,Logitech G432,over-ear,0.000163,38.6,6.3306,6.3306,0.0,0.0,1.25,0.4444,429.99,0.000141,0.000191,1,False,False,41.7575,False
887,NuForce EDC3,in-ear,0.00016,38.6,8.8358,8.8358,0.0,0.0,1.5478,0.3925,277.34,0.000134,0.000195,3,False,False,56.2436,False
888,Samsung Galaxy Buds,in-ear,0.00016,38.5,5.7424,5.7424,0.0,0.0,3.0564,0.2465,269.1,0.000122,0.00022,2,False,False,90.3043,False
889,EarFun Air 2 NC,in-ear,0.000159,38.4,6.402,6.402,0.0,0.0,1.25,0.4444,437.75,0.000137,0.000185,1,False,False,101.7983,False
890,QCY T12 ANC2,in-ear,0.000159,38.3,8.3809,8.3809,0.0,0.0,1.25,0.4444,332.64,0.000137,0.000186,1,False,False,81.0477,False
891,PNY Midtown,in-ear,0.000159,38.3,6.1525,6.1525,0.0,0.0,1.25,0.4444,453.61,0.000137,0.000186,1,False,False,74.0534,False
892,JBL Tune Flex,in-ear,0.000158,38.2,5.9895,5.9895,0.0,0.0,1.7946,0.3578,377.1,0.000129,0.000198,2,False,False,73.1826,False
