rank,name,category,score,percentile,e_total,e_fr,e_thd,e_match,e_unc,w_conf,price_brl,score_lower_95,score_upper_95,n_sources,thd_available,match_available,peakiness,impedance_interaction
162,Yamaha HPH-MT220,over-ear,0.000751,88.8,6.6298,6.6298,0.0,0.0,1.25,0.4444,89.26,0.000647,0.000878,1,False,False,75.3954,False
163,Mpow X5,in-ear,0.000749,88.8,6.0128,6.0128,0.0,0.0,1.25,0.4444,98.72,0.000645,0.000875,1,False,False,54.8334,False
164,Mixcder E9,over-ear,0.000749,88.7,6.9488,6.9488,0.0,0.0,1.25,0.4444,85.34,0.000645,0.000876,1,False,False,66.7971,False
165,Tin HiFi T3 Plus,in-ear,0.000748,88.6,5.7071,5.7071,0.0,0.0,1.0018,0.4996,117.1,0.000633,0.000893,2,False,False,49.5999,False
166,AUKEY Latitude,in-ear,0.000744,88.6,6.1585,6.1585,0.0,0.0,1.25,0.4444,96.99,0.000641,0.00087,1,False,False,70.395,False
167,TRN TA4,in-ear,0.000744,88.5,6.3815,6.3815,0.0,0.0,1.25,0.4444,93.61,0.00064,0.00087,1,False,False,57.6057,False
168,Etymotic ER4SR,in-ear,0.000742,88.4,6.0573,6.0573,0.0,0.0,1.7668,0.3614,80.46,0.000607,0.000926,3,False,False,103.1877,False
169,DMS Project Omega,over-ear,0.000742,88.3,6.6653,6.6653,0.0,0.0,1.25,0.4444,89.9,0.000639,0.000867,1,False,False,89.7516,False
170,FAAEAL Snow Lotus,over-ear,0.000741,88.3,5.9886,5.9886,0.0,0.0,1.25,0.4444,100.19,0.000638,0.000866,1,False,False,106.5678,False
171,Sony h.ear on,over-ear,0.000741,88.2,5.1065,5.1065,0.0,0.0,1.25,0.4444,117.45,0.000638,0.000866,1,False,False,89.9604,False
172,Final Audio E4000,in-ear,0.000739,88.1,5.1224,5.1224,0.0,0.0,1.6435,0.3783,99.99,0.000611,0.000909,3,False,False,36.0563,False
173,Shanling TINO (USB cable),in-ear,0.000736,88.1,6.9076,6.9076,0.0,0.0,1.25,0.4444,87.42,0.000634,0.000861,1,False,False,51.3037,False
174,Grado SR325x,over-ear,0.000735,88.0,6.7537,6.7537,0.0,0.0,1.3293,0.4293,86.43,0.000627,0.00087,3,False,False,73.1959,False
175,KBEAR Robin,in-ear,0.000734,87.9,4.356,4.356,0.0,0.0,1.0472,0.4885,152.87,0.000623,0.000872,2,False,False,81.5197,False
176,Havi B3 Pro1,in-ear,0.000734,87.9,6.9575,6.9575,0.0,0.0,1.25,0.4444,86.99,0.000632,0.000859,1,False,False,69.5546,False
177,Tin HiFi C3 MKII,in-ear,0.000734,87.8,5.6395,5.6395,0.0,0.0,1.25,0.4444,107.3,0.000632,0.000859,1,False,False,43.7031,False
178,Sennheiser HD 580,over-ear,0.000733,87.7,5.2801,5.2801,0.0,0.0,1.25,0.4444,114.78,0.000631,0.000857,1,False,False,52.9757,False
179,Rose QuietSea,in-ear,0.000732,87.7,6.0736,6.0736,0.0,0.0,1.25,0.4444,99.9,0.000631,0.000856,1,False,False,78.0171,False
180,Cat Ear Audio Meow,in-ear,0.000731,87.6,5.8887,5.8887,0.0,0.0,1.2678,0.441,102.46,0.000628,0.000857,2,False,False,87.0697,False
181,A-Audio Elite (ANC on),over-ear,0.000731,87.5,6.0947,6.0947,0.0,0.0,1.25,0.4444,99.74,0.000629,0.000855,1,False,False,61.138,False
182,Sennheiser Momentum 2.0,over-ear,0.000731,87.4,7.1914,7.1914,0.0,0.0,1.25,0.4444,84.48,0.00063,0.000855,1,False,False,102.0938,False
183,Focal Hadenys,over-ear,0.000731,87.4,5.6279,5.6279,0.0,0.0,0.8687,0.5351,130.02,0.000612,0.000886,2,False,False,70.9786,False
184,SoundPeats Life Classic,in-ear,0.000731,87.3,4.8413,4.8413,0.0,0.0,1.25,0.4444,125.52,0.00063,0.000855,1,False,False,65.6146,False
185,Corsair HS60 HAPTIC,over-ear,0.000731,87.2,7.5925,7.5925,0.0,0.0,1.25,0.4444,80.12,0.000629,0.000854,1,False,False,64.4726,False
186,"JBL Tune 770NC (ANC on, bass EQ)",over-ear,0.00073,87.2,7.1299,7.1299,0.0,0.0,1.25,0.4444,85.4,0.000628,0.000853,1,False,False,52.2518,False
187,Koss Pro4S,over-ear,0.000729,87.1,7.6194,7.6194,0.0,0.0,1.25,0.4444,80.01,0.000628,0.000852,1,False,False,64.2388,False
188,Tranya T10,in-ear,0.000729,87.0,7.5515,7.5515,0.0,0.0,1.25,0.4444,80.75,0.000627,0.000852,1,False,False,77.172,False
189,V-MODA LP2,over-ear,0.000728,87.0,7.4871,7.4871,0.0,0.0,1.25,0.4444,81.53,0.000627,0.000851,1,False,False,90.7598,False
190,Sennheiser HD 565 Ovation,over-ear,0.000723,86.9,5.3561,5.3561,0.0,0.0,1.25,0.4444,114.78,0.000622,0.000845,1,False,False,51.6045,False
191,Moondrop Starfield 2 (bass plug),in-ear,0.000717,86.8,7.5249,7.5249,0.0,0.0,1.25,0.4444,82.37,0.000617,0.000838,1,False,False,111.7086,False
192,Sony MDR-EX15LP (Moondrop KXXS),in-ear,0.000714,86.8,7.4111,7.4111,0.0,0.0,1.25,0.4444,84.01,0.000615,0.000835,1,False,False,81.4077,False
193,JBL Vibe 100TWS,in-ear,0.000713,86.7,7.75,7.75,0.0,0.0,1.25,0.4444,80.4,0.000614,0.000834,1,False,False,47.828,False
194,JBL Everest Elite 700 (wireless),over-ear,0.000712,86.6,7.2213,7.2213,0.0,0.0,1.25,0.4444,86.41,0.000613,0.000833,1,False,False,97.4431,False
195,Beyerdynamic DT 1990 (balanced earpads),over-ear,0.00071,86.5,7.3541,7.3541,0.0,0.0,1.3793,0.4203,80.46,0.000602,0.000846,2,False,False,39.5786,False
196,Shure SE846 (white),in-ear,0.000709,86.5,5.3645,5.3645,0.0,0.0,1.7114,0.3688,97.03,0.000582,0.000879,3,False,False,88.4073,False
197,64 Audio Aspire 2,in-ear,0.000707,86.4,6.2929,6.2929,0.0,0.0,1.25,0.4444,99.9,0.000609,0.000827,1,False,False,87.5661,False
198,Moondrop x Singer Edge (ANC off),over-ear,0.000706,86.3,7.4912,7.4912,0.0,0.0,1.25,0.4444,84.01,0.000608,0.000826,1,False,False,192.9037,False
199,SoundPeats Air4 Pro (ANC on),in-ear,0.000705,86.3,5.0219,5.0219,0.0,0.0,1.25,0.4444,125.52,0.000607,0.000824,1,False,False,88.546,False
200,TFZ Tequila Pro,in-ear,0.000705,86.2,5.3846,5.3846,0.0,0.0,1.25,0.4444,116.99,0.000607,0.000825,1,False,False,80.2947,False
201,Modhouse Audio Tungsten Single Sided (ZMF Caldera Hybrid earpads),over-ear,0.000704,86.1,7.802,7.802,0.0,0.0,1.25,0.4444,80.96,0.000606,0.000823,1,False,False,95.2,False
202,JVC HA-FW10000,over-ear,0.000704,86.1,7.8761,7.8761,0.0,0.0,1.25,0.4444,80.11,0.000606,0.000824,1,False,False,67.5464,False
203,Google Pixel Buds Pro,in-ear,0.000703,86.0,5.0308,5.0308,0.0,0.0,1.6202,0.3816,107.88,0.000582,0.000863,2,False,False,48.8636,False
204,FiiO FH5s,in-ear,0.000701,85.9,6.4022,6.4022,0.0,0.0,1.25,0.4444,99.0,0.000604,0.00082,1,False,False,59.3017,False
205,Edifier W820NB (ANC off),over-ear,0.0007,85.9,7.4371,7.4371,0.0,0.0,1.25,0.4444,85.4,0.000602,0.000818,1,False,False,91.6023,False
206,Brainwavz HM5,over-ear,0.0007,85.8,7.0836,7.0836,0.0,0.0,1.25,0.4444,89.64,0.000603,0.000818,1,False,False,73.0592,False
207,KZ EDX Pro,in-ear,0.000699,85.7,7.6798,7.6798,0.0,0.0,1.1929,0.456,84.99,0.000599,0.00082,2,False,False,95.1096,False
208,Final Audio Sonorous X,over-ear,0.00069,85.6,7.2802,7.2802,0.0,0.0,1.25,0.4444,88.5,0.000594,0.000807,1,False,False,70.047,False
209,Sony WI-C400,in-ear,0.000689,85.6,6.1254,6.1254,0.0,0.0,1.25,0.4444,105.35,0.000593,0.000805,1,False,False,63.4793,False
210,Sennheiser HE 60,over-ear,0.000688,85.5,7.3829,7.3829,0.0,0.0,1.25,0.4444,87.52,0.000592,0.000804,1,False,False,77.6475,False
211,KZ PRX,in-ear,0.000687,85.4,8.0908,8.0908,0.0,0.0,1.25,0.4444,80.0,0.000591,0.000803,1,False,False,41.7611,False
212,TRN ST5,in-ear,0.000685,85.4,6.9257,6.9257,0.0,0.0,1.25,0.4444,93.61,0.00059,0.000802,1,False,False,69.7463,False
213,Jaybird Freedom F5 (2016),in-ear,0.000685,85.3,7.0154,7.0154,0.0,0.0,1.25,0.4444,92.5,0.00059,0.000801,1,False,False,80.3914,False
214,Focal Elex (worn earpads),over-ear,0.000684,85.2,7.5421,7.5421,0.0,0.0,1.25,0.4444,86.12,0.000589,0.0008,1,False,False,81.6063,False
215,Audio-Technica ATH-AD500X,over-ear,0.000684,85.2,6.3726,6.3726,0.0,0.0,1.2819,0.4382,100.58,0.000586,0.000803,2,False,False,77.7153,False
216,"Torque t402v (on-ear earpads, black vent)",over-ear,0.000679,85.1,7.2607,7.2607,0.0,0.0,1.25,0.4444,90.12,0.000585,0.000794,1,False,False,84.1139,False
217,Massdrop Plus Universal IEM,in-ear,0.000679,85.0,4.8817,4.8817,0.0,0.0,2.0828,0.3244,97.9,0.000543,0.000873,2,False,False,97.0238,False
218,JBL JR300BT,over-ear,0.000678,85.0,7.6126,7.6126,0.0,0.0,1.25,0.4444,86.12,0.000584,0.000793,1,False,False,63.317,False
219,Sennheiser HD 58X,over-ear,0.000675,84.9,5.7448,5.7448,0.0,0.0,2.2213,0.3104,80.0,0.000536,0.000879,4,False,False,38.4172,False
220,KZ VXS Pro,in-ear,0.000675,84.8,8.2246,8.2246,0.0,0.0,1.25,0.4444,80.0,0.000581,0.00079,1,False,False,83.4182,False
221,Xiaomi Piston 3 Youth Edition,in-ear,0.000675,84.7,4.5065,4.5065,0.0,0.0,1.25,0.4444,146.16,0.000581,0.000789,1,False,False,89.7189,False
222,Moondrop Ultrasonic (reference EQ),in-ear,0.000674,84.7,4.8677,4.8677,0.0,0.0,2.6258,0.2758,84.01,0.000525,0.000905,2,False,False,133.2619,False
223,7Hz Eternal,in-ear,0.000674,84.6,4.5115,4.5115,0.0,0.0,1.25,0.4444,146.16,0.00058,0.000788,1,False,False,109.3761,False
224,Anew U1,in-ear,0.000673,84.5,7.8909,7.8909,0.0,0.0,1.25,0.4444,83.7,0.000579,0.000787,1,False,False,87.1889,False
225,Beats Solo3 Wireless (2018),over-ear,0.000672,84.5,7.4588,7.4588,0.0,0.0,1.25,0.4444,88.7,0.000578,0.000785,1,False,False,53.1772,False
226,TRN VX PRO+,in-ear,0.000671,84.4,7.34,7.34,0.0,0.0,1.25,0.4444,90.29,0.000577,0.000784,1,False,False,72.0778,False
227,Sivga P2 Pro,over-ear,0.00067,84.3,7.7559,7.7559,0.0,0.0,1.25,0.4444,85.49,0.000577,0.000784,1,False,False,73.4528,False
228,Beats X,in-ear,0.000668,84.3,8.2737,8.2737,0.0,0.0,1.25,0.4444,80.46,0.000575,0.000781,1,False,False,59.5669,False
229,CCA C10,in-ear,0.000667,84.2,5.8679,5.8679,0.0,0.0,2.0345,0.3295,84.25,0.000535,0.000854,2,False,False,74.4081,False
230,Ylife True Wireless Earbuds,in-ear,0.000665,84.1,8.2795,8.2795,0.0,0.0,1.25,0.4444,80.75,0.000572,0.000777,1,False,False,52.7397,False
231,Sennheiser HD 505,over-ear,0.000665,84.0,6.8669,6.8669,0.0,0.0,1.3048,0.4339,94.98,0.000569,0.000784,2,False,False,51.7812,False
232,JBL Tune 225TWS,in-ear,0.000663,84.0,8.067,8.067,0.0,0.0,1.25,0.4444,83.09,0.000571,0.000775,1,False,False,49.9359,False
233,"SoundPeats Air5 Pro (ANC on, SoundPEATS Classic)",in-ear,0.000661,83.9,7.3759,7.3759,0.0,0.0,1.25,0.4444,91.19,0.000569,0.000773,1,False,False,65.1142,False
234,Sony MDR-EX15LP,in-ear,0.000661,83.8,6.4101,6.4101,0.0,0.0,1.9295,0.3414,80.55,0.000535,0.000839,3,False,False,71.3731,False
235,KZ D-FI (on-on-off-on),in-ear,0.00066,83.8,6.8735,6.8735,0.0,0.0,1.25,0.4444,98.0,0.000568,0.000771,1,False,False,137.9893,False
236,Bose Sport Earbuds,in-ear,0.000659,83.7,7.5731,7.5731,0.0,0.0,1.25,0.4444,88.99,0.000568,0.000771,1,False,False,90.8019,False
237,Logitech G735,over-ear,0.000659,83.6,10.2772,10.2772,0.0,0.0,1.25,0.4444,65.57,0.000568,0.000771,1,False,False,73.5366,False
238,Sennheiser IE 400 Pro,over-ear,0.000659,83.6,7.5262,7.5262,0.0,0.0,1.25,0.4444,89.66,0.000567,0.00077,1,False,False,68.5381,False
239,Sony WH-H910N,over-ear,0.000655,83.5,7.825,7.825,0.0,0.0,1.25,0.4444,86.69,0.000564,0.000766,1,False,False,63.2724,False
240,Beyerdynamic DT 250 (80 Ohm),over-ear,0.000654,83.4,5.4323,5.4323,0.0,0.0,1.25,0.4444,125.16,0.000563,0.000764,1,False,False,59.6103,False
241,Koss ESP95X,over-ear,0.000653,83.4,7.0538,7.0538,0.0,0.0,1.7115,0.3688,80.01,0.000537,0.000811,2,False,False,74.4946,False
242,Tripowin Olina SE,in-ear,0.000652,83.3,5.0501,5.0501,0.0,0.0,1.1198,0.4717,143.34,0.000556,0.00077,3,False,False,85.9861,False
243,KZ D-FI (on-off-on-on),in-ear,0.000652,83.2,6.9581,6.9581,0.0,0.0,1.25,0.4444,98.0,0.000561,0.000762,1,False,False,135.7654,False
244,Koss KPH30i (Grado GS1000 earpads),over-ear,0.000652,83.1,8.4886,8.4886,0.0,0.0,1.25,0.4444,80.32,0.000561,0.000762,1,False,False,64.7597,False
245,Beats Solo,over-ear,0.000651,83.1,6.409,6.409,0.0,0.0,1.25,0.4444,106.56,0.00056,0.000761,1,False,False,93.2735,False
246,Fostex TH500RP,over-ear,0.000651,83.0,7.5861,7.5861,0.0,0.0,1.25,0.4444,89.99,0.00056,0.000761,1,False,False,65.7444,False
247,Final Audio Sonorous III,over-ear,0.00065,82.9,7.7287,7.7287,0.0,0.0,1.25,0.4444,88.5,0.000559,0.00076,1,False,False,57.4546,False
248,Spider realvoice,in-ear,0.00065,82.9,7.4552,7.4552,0.0,0.0,1.25,0.4444,91.7,0.00056,0.00076,1,False,False,95.6927,False
249,Bose AE2,over-ear,0.000649,82.8,5.3788,5.3788,0.0,0.0,1.25,0.4444,127.32,0.000559,0.000759,1,False,False,78.1726,False
250,Koss KPH30i,over-ear,0.000649,82.7,6.5081,6.5081,0.0,0.0,1.9582,0.338,80.01,0.000524,0.000826,3,False,False,73.3339,False
251,AKG N20,in-ear,0.000649,82.7,7.1826,7.1826,0.0,0.0,1.25,0.4444,95.29,0.000559,0.000759,1,False,False,56.914,False
252,Sony XBA-N3AP,in-ear,0.000648,82.6,7.1397,7.1397,0.0,0.0,1.25,0.4444,96.02,0.000558,0.000758,1,False,False,50.3664,False
253,Plantronics BackBeat Pro 2,over-ear,0.000648,82.5,7.5698,7.5698,0.0,0.0,1.25,0.4444,90.64,0.000558,0.000757,1,False,False,75.1913,False
254,HIFIMAN RE800,in-ear,0.000646,82.5,6.6966,6.6966,0.0,0.0,1.5875,0.3865,89.3,0.000537,0.00079,1,False,False,62.8916,False
255,Panasonic RP-HJE270E,in-ear,0.000646,82.4,8.5406,8.5406,0.0,0.0,1.25,0.4444,80.55,0.000556,0.000755,1,False,False,117.3187,False
256,HIFIMAN RE400 (double flange eartips),in-ear,0.000643,82.3,6.227,6.227,0.0,0.0,1.5875,0.3865,96.59,0.000534,0.000786,1,False,False,68.0335,False
257,AKG K812,over-ear,0.000642,82.2,6.4233,6.4233,0.0,0.0,1.7337,0.3658,88.7,0.000527,0.000798,3,False,False,61.8942,False
258,Sash Tres Second Edition (hybrid earpads),over-ear,0.000642,82.2,8.0782,8.0782,0.0,0.0,1.25,0.4444,85.69,0.000553,0.000751,1,False,False,64.0945,False
259,"Torque t402v (on-ear earpads, blue vent)",over-ear,0.00064,82.1,7.703,7.703,0.0,0.0,1.25,0.4444,90.12,0.000551,0.000749,1,False,False,84.3566,False
260,Tin HiFi T7,in-ear,0.00064,82.0,7.304,7.304,0.0,0.0,1.25,0.4444,95.0,0.000551,0.000749,1,False,False,123.8289,False
261,HIFIMAN Jade II,over-ear,0.000638,82.0,5.5146,5.5146,0.0,0.0,1.5875,0.3865,109.9,0.00053,0.00078,1,False,False,68.8251,False
262,Jabra Elite 85t (ANC Off),in-ear,0.000637,81.9,7.2119,7.2119,0.0,0.0,1.25,0.4444,96.68,0.000549,0.000745,1,False,False,221.4135,False
263,AKG K7XX,over-ear,0.000636,81.8,4.9875,4.9875,0.0,0.0,2.3059,0.3025,95.29,0.000503,0.000834,3,False,False,54.8463,False
264,Moondrop x Crinacle DUSK (Harman DSP),in-ear,0.000635,81.8,7.8145,7.8145,0.0,0.0,1.25,0.4444,89.52,0.000547,0.000743,1,False,False,52.8865,False
265,KEF M200,in-ear,0.000635,81.7,7.6102,7.6102,0.0,0.0,1.25,0.4444,92.0,0.000546,0.000742,1,False,False,55.8207,False
266,Tipsy TTROMSO,in-ear,0.000633,81.6,6.6724,6.6724,0.0,0.0,1.25,0.4444,105.29,0.000545,0.00074,1,False,False,65.4312,False
267,Final Audio F3100,in-ear,0.000633,81.6,5.5959,5.5959,0.0,0.0,1.8249,0.354,99.99,0.000515,0.000794,2,False,False,57.9306,False
268,Thinksound ts01,in-ear,0.000632,81.5,5.7616,5.7616,0.0,0.0,1.5687,0.3893,106.9,0.000526,0.000771,2,False,False,72.4518,False
269,Bowers & Wilkins Pi7,in-ear,0.000632,81.4,8.0276,8.0276,0.0,0.0,1.25,0.4444,87.55,0.000544,0.000739,1,False,False,59.2308,False
270,Kingsound KS-H04,over-ear,0.000632,81.3,7.0576,7.0576,0.0,0.0,1.25,0.4444,99.58,0.000544,0.000739,1,False,False,59.9999,False
271,Fonge X2 Pro,in-ear,0.000631,81.3,5.9361,5.9361,0.0,0.0,1.25,0.4444,118.66,0.000543,0.000738,1,False,False,78.5702,False
272,"Edifier NeoBuds Pro 2 (ANC off, classic EQ)",in-ear,0.000629,81.2,7.5143,7.5143,0.0,0.0,1.25,0.4444,94.05,0.000541,0.000735,1,False,False,82.0259,False
273,HIFIMAN Deva Pro,over-ear,0.000624,81.1,5.3441,5.3441,0.0,0.0,2.343,0.2991,89.63,0.000493,0.000821,2,False,False,53.8202,False
274,1MORE Crystal Piston,in-ear,0.000624,81.1,5.3263,5.3263,0.0,0.0,1.25,0.4444,133.7,0.000537,0.00073,1,False,False,48.571,False
275,Tronsmart Onyx Pure,in-ear,0.000622,81.0,7.146,7.146,0.0,0.0,1.25,0.4444,99.99,0.000535,0.000727,1,False,False,62.0311,False
276,Philips Construct,over-ear,0.00062,80.9,8.0401,8.0401,0.0,0.0,1.25,0.4444,89.1,0.000534,0.000725,1,False,False,68.4474,False
277,JBL Tune 110,in-ear,0.00062,80.9,7.236,7.236,0.0,0.0,1.25,0.4444,99.0,0.000534,0.000725,1,False,False,87.2026,False
278,Audio-Technica ATH-AD700X,over-ear,0.000619,80.8,7.1371,7.1371,0.0,0.0,1.25,0.4444,100.58,0.000533,0.000724,1,False,False,54.9657,False
279,TRN V90,in-ear,0.000618,80.7,7.9655,7.9655,0.0,0.0,1.25,0.4444,90.29,0.000532,0.000723,1,False,False,94.171,False
280,Final Audio A5000,in-ear,0.000618,80.7,7.186,7.186,0.0,0.0,1.25,0.4444,99.99,0.000532,0.000723,1,False,False,56.4337,False
281,Audio-Technica ATH-IM02,in-ear,0.000617,80.6,6.9849,6.9849,0.0,0.0,1.25,0.4444,103.14,0.000531,0.000721,1,False,False,71.0802,False
282,Moondrop ILLUSTRIOUS,in-ear,0.000617,80.5,3.8281,3.8281,0.0,0.0,1.4008,0.4165,176.33,0.000522,0.000737,2,False,False,70.2873,False
283,Sennheiser IE 600 (Spinfit eartips),in-ear,0.000617,80.4,8.4424,8.4424,0.0,0.0,1.25,0.4444,85.36,0.000531,0.000721,1,False,False,80.6964,False
284,CCA CXS,in-ear,0.000616,80.4,4.8555,4.8555,0.0,0.0,1.5084,0.3987,133.36,0.000515,0.000746,2,False,False,66.9143,False
285,ZMF Atticus,over-ear,0.000616,80.3,5.6097,5.6097,0.0,0.0,2.3321,0.3001,86.83,0.000486,0.000809,2,False,False,54.2804,False
286,TRN CS4,in-ear,0.000614,80.2,7.7288,7.7288,0.0,0.0,1.25,0.4444,93.61,0.000529,0.000718,1,False,False,106.4138,False
287,AKG K240 Studio,over-ear,0.000614,80.2,6.2176,6.2176,0.0,0.0,1.25,0.4444,116.49,0.000528,0.000717,1,False,False,65.6786,False
288,Audio-Technica ATH-MSR7NC (passive),over-ear,0.000613,80.1,6.0874,6.0874,0.0,0.0,1.25,0.4444,119.0,0.000528,0.000717,1,False,False,75.5445,False
289,Audio-Technica ATH-A55,over-ear,0.00061,80.0,6.1197,6.1197,0.0,0.0,1.25,0.4444,119.0,0.000525,0.000714,1,False,False,88.1082,False
290,"Edifier WH950NB (ANC on, customized EQ flat)",over-ear,0.000609,80.0,4.769,4.769,0.0,0.0,1.25,0.4444,152.9,0.000525,0.000713,1,False,False,78.0294,False
291,Tin HiFi T1 Plus,in-ear,0.000608,79.9,3.6747,3.6747,0.0,0.0,1.25,0.4444,199.0,0.000523,0.000711,1,False,False,73.1222,False
292,JVC HA-FX6,in-ear,0.000608,79.8,9.1169,9.1169,0.0,0.0,1.25,0.4444,80.11,0.000524,0.000711,1,False,False,78.027,False
293,SoundPeats RunFree,over-ear,0.000607,79.8,7.323,7.323,0.0,0.0,1.25,0.4444,99.9,0.000523,0.00071,1,False,False,80.432,False
294,Fostex T50RP,over-ear,0.000605,79.7,8.1624,8.1624,0.0,0.0,1.25,0.4444,89.99,0.000521,0.000707,1,False,False,72.8617,False
295,Elysian Apostle,in-ear,0.000605,79.6,6.5828,6.5828,0.0,0.0,1.25,0.4444,111.6,0.000521,0.000707,1,False,False,76.4961,False
296,Sony MDR-ZX110NC,over-ear,0.000605,79.5,8.7794,8.7794,0.0,0.0,1.25,0.4444,83.68,0.000521,0.000707,1,False,False,68.9608,False
297,JBL TUNE 750BTNC,over-ear,0.000604,79.5,8.5078,8.5078,0.0,0.0,1.25,0.4444,86.41,0.00052,0.000707,1,False,False,44.3057,False
298,ThieAudio Legacy 5,in-ear,0.000604,79.4,6.94,6.94,0.0,0.0,1.25,0.4444,106.03,0.00052,0.000706,1,False,False,60.9047,False
299,"Tronsmart Apollo Bold (ANC on, pop)",in-ear,0.000604,79.3,5.1548,5.1548,0.0,0.0,1.25,0.4444,142.62,0.00052,0.000707,1,False,False,75.2524,False
300,Philips Fidelio X2HR,over-ear,0.000603,79.3,6.196,6.196,0.0,0.0,2.3473,0.2987,80.0,0.000475,0.000793,4,False,False,50.0725,False
301,KZ Castor (on-off-on-off),in-ear,0.000603,79.2,6.9572,6.9572,0.0,0.0,1.25,0.4444,106.0,0.000519,0.000705,1,False,False,48.3083,False
302,Jaybird Freedom 2,in-ear,0.000603,79.1,8.7543,8.7543,0.0,0.0,1.25,0.4444,84.2,0.000519,0.000705,1,False,False,69.9927,False
303,Audio-Technica ATH-AD2000X,over-ear,0.000602,79.1,7.3354,7.3354,0.0,0.0,1.25,0.4444,100.58,0.000519,0.000704,1,False,False,73.8001,False
304,Monoprice M1570C (velours earpads),over-ear,0.000602,79.0,7.8762,7.8762,0.0,0.0,1.25,0.4444,93.69,0.000518,0.000704,1,False,False,51.1795,False
305,Shuoer S12 Pro,in-ear,0.000601,78.9,7.2983,7.2983,0.0,0.0,1.4395,0.4099,93.39,0.000507,0.000722,4,False,False,38.0062,False
306,Grado SR225i,over-ear,0.0006,78.8,8.5651,8.5651,0.0,0.0,1.25,0.4444,86.43,0.000517,0.000702,1,False,False,70.0422,False
307,KZ Castor (on-on-on-off),in-ear,0.000599,78.8,7.0032,7.0032,0.0,0.0,1.25,0.4444,106.0,0.000515,0.0007,1,False,False,48.7199,False
308,Sony WH-CH710N,over-ear,0.000598,78.7,5.231,5.231,0.0,0.0,2.7027,0.2701,86.35,0.000464,0.000806,2,False,False,75.3199,False
309,Audiosense DT200,in-ear,0.000598,78.6,4.7105,4.7105,0.0,0.0,1.6355,0.3794,134.73,0.000495,0.000735,6,False,False,51.3566,False
310,Bose Noise Cancelling Headphones 700,over-ear,0.000598,78.6,5.0447,5.0447,0.0,0.0,2.7361,0.2677,88.7,0.000464,0.000808,2,False,False,44.7465,False
311,JBL Everest 710,over-ear,0.000598,78.5,8.6062,8.6062,0.0,0.0,1.25,0.4444,86.41,0.000514,0.000699,1,False,False,55.0677,False
312,TRN V30,in-ear,0.000598,78.4,8.0848,8.0848,0.0,0.0,1.25,0.4444,91.91,0.000515,0.000699,1,False,False,100.6667,False
313,Shure SRH840,over-ear,0.000596,78.4,5.1742,5.1742,0.0,0.0,3.0272,0.2483,80.52,0.000457,0.000819,3,False,False,64.8869,False
314,HIFIMAN HE6se,over-ear,0.000595,78.3,6.1313,6.1313,0.0,0.0,1.5875,0.3865,106.03,0.000494,0.000727,1,False,False,51.8744,False
315,Audio-Technica ATH-AD700X (2013),over-ear,0.000593,78.2,7.452,7.452,0.0,0.0,1.25,0.4444,100.58,0.00051,0.000693,1,False,False,75.9133,False
316,Sony MDR-1RBT,over-ear,0.000592,78.2,8.972,8.972,0.0,0.0,1.25,0.4444,83.68,0.00051,0.000692,1,False,False,92.3542,False
317,FlipEars Aether,in-ear,0.000591,78.1,9.3543,9.3543,0.0,0.0,1.25,0.4444,80.45,0.000508,0.00069,1,False,False,75.859,False
318,Umi Voix,in-ear,0.000589,78.0,9.0671,9.0671,0.0,0.0,1.25,0.4444,83.2,0.000507,0.000689,1,False,False,91.685,False
319,Monster Turbine,in-ear,0.000588,77.9,6.659,6.659,0.0,0.0,1.9467,0.3394,86.68,0.000475,0.000747,2,False,False,66.2574,False
320,JBL Vibe Beam,in-ear,0.000586,77.9,8.8348,8.8348,0.0,0.0,1.25,0.4444,85.82,0.000505,0.000685,1,False,False,62.5306,False
321,Razer Hammerhead True Wireless (2019),in-ear,0.000586,77.8,8.8937,8.8937,0.0,0.0,1.25,0.4444,85.34,0.000504,0.000685,1,False,False,76.7351,False
322,SteelSeries Arctis 7 2019 Edition,over-ear,0.000585,77.7,7.8267,7.8267,0.0,0.0,1.25,0.4444,96.98,0.000504,0.000685,1,False,False,64.2386,False
323,Moondrop Quarks,in-ear,0.000584,77.7,4.9128,4.9128,0.0,0.0,1.4953,0.4007,139.59,0.00049,0.000707,6,False,False,43.7401,False
324,64 Audio U18t,in-ear,0.000583,77.6,8.4688,8.4688,0.0,0.0,1.25,0.4444,89.99,0.000502,0.000682,1,False,False,69.4348,False
325,MYER-AUDIO CKLVX D41,in-ear,0.000583,77.5,7.2578,7.2578,0.0,0.0,1.25,0.4444,105.07,0.000502,0.000681,1,False,False,38.0623,False
326,Shuoer Conductor,in-ear,0.000583,77.5,7.2344,7.2344,0.0,0.0,1.25,0.4444,105.35,0.000502,0.000682,1,False,False,30.4354,False
327,Sennheiser HD 550,over-ear,0.000582,77.4,6.71,6.71,0.0,0.0,1.2143,0.4516,115.71,0.0005,0.000682,2,False,False,52.4919,False
328,Sony MDR-ZX770BN,over-ear,0.00058,77.3,9.4705,9.4705,0.0,0.0,1.25,0.4444,80.91,0.000499,0.000678,1,False,False,62.6609,False
329,CCA Trio,in-ear,0.000579,77.3,6.7279,6.7279,0.0,0.0,1.25,0.4444,114.0,0.000499,0.000678,1,False,False,45.2312,False
